voterID,voteTime,pollID,"Loren Culp","Tim Eyman","Phil Fortunato","Joshua Freed","Raul Garcia","Anton Sakharov"
h44danstxn,"2020-07-29 15:29:51",swzw2ts6,5,5,0,0,0,0
23csz5scch,"2020-07-29 21:20:52",swzw2ts6,5,0,0,0,0,0
es4zy96mah,"2020-07-31 21:51:38",swzw2ts6,4,4,0,5,0,0
p5ekhdm6ek,"2020-08-01 08:05:05",swzw2ts6,0,0,0,0,0,0
cyaydxnmtc,"2020-08-01 14:19:10",swzw2ts6,5,0,0,0,0,0
2294sa3nz6,"2020-08-03 09:13:53",swzw2ts6,0,5,0,0,0,0
741s132mse,"2020-08-04 06:11:16",swzw2ts6,5,0,0,0,0,0
4rn7mek4kk,"2020-09-14 19:15:17",swzw2ts6,3,4,4,3,2,5
ydfra4yzte,"2020-11-01 21:54:35",swzw2ts6,0,0,0,0,0,1
5re1d3nt27,"2020-11-19 06:45:30",swzw2ts6,0,0,2,1,2,1
hmyhd52che,"2021-02-20 23:43:17",swzw2ts6,5,4,3,2,4,4
6f34s7p14p,"2021-06-15 08:55:28",swzw2ts6,5,3,1,4,2,1
2rdhce7ktm,"2021-07-14 00:40:33",swzw2ts6,2,0,4,5,1,3
2kx9tk2z2r,"2021-08-23 14:29:44",swzw2ts6,0,2,3,2,2,4
rfcsr4ks1p,"2022-01-05 14:07:09",swzw2ts6,1,0,3,2,1,2
y1atsktkat,"2022-03-21 12:24:12",swzw2ts6,2,0,4,2,3,5
md5pd174sr,"2022-05-25 11:02:13",swzw2ts6,1,3,2,5,0,4
ed4n291xf1,"2022-09-01 05:21:13",swzw2ts6,3,0,4,2,1,5
fn66ka6k7m,"2023-02-05 19:51:20",swzw2ts6,0,0,0,0,0,0
phw3rc4x5c,"2023-03-08 01:59:20",swzw2ts6,2,0,5,3,1,0
